question_number,year,exam,subject,topic,subtopic,question_text,option_1,option_2,option_3,option_4,answer,subject_clean,topic_clean,topics,label_source,concept,ask_type,secondary_subjects,source,answer_note,ocr_page,option_5,option_6,option_7,option_8,shift,year_hint
100,2014,AIPGMEE,Anatomy,Cochlea,Organ of Corti location,Organ of corti is situated in ?,Basilar membrane,Utricle,Saccule,None of the above,1,Anatomy,Cochlea,['Cochlea'],llm,Organ of Corti on basilar membrane,anatomy_structure,['ENT'],nishant-aipgmee,"Scala media (cochlear duct or membranous labyrinth) has 3 walls : - The basilar membrane, which supports the organ of corti. The Reissner's membrane which separates it from the scala vestibuli. The stria vascularis which contains vascular epithelium and is concerned with secretion of endolymph.",,,,,,,
101,2014,AIPGMEE,Anatomy,Fourth Ventricle,Floor of fourth ventricle,th Floor of 4 ventricle has ?,Infundibulum,Vagal triangle,Mammillary body,Tuber cincrium,2,Anatomy,Fourth Ventricle,['Fourth ventricle'],llm,Vagal triangle in floor of fourth ventricle,anatomy_structure,[],nishant-aipgmee,,,,,,,,
102,2014,AIPGMEE,Anatomy,Head & Neck,Foramen spinosum,Middle meningeal artery passes through ?,Foramen ovale,Foramen lacerum,Foramen rotundum,Foramen spinosum,4,Anatomy,Head & Neck,['Head & Neck'],llm,Middle meningeal artery foramen,anatomy_structure,[],nishant-aipgmee,,,,,,,,
103,2014,AIPGMEE,Anatomy,Head & Neck,Lingual nerve relation,Nerve which loops around submandibular duct?,Mandibular nerve,Lingual nerve,Hypoglossal nerve,Recurrent laryngeal nerve,2,Anatomy,Head & Neck,['Head & Neck'],llm,Submandibular duct nerve loop,anatomy_structure,[],nishant-aipgmee,"Submandibular duct It is 5 cm long duct and runs forwards on hyoglossus, between lingual and hypoglossal nerves. At the anterior border of the hyoglossus muscle it is crossed by lingual nerve which loops around it. It opens into the floor of mouth, on the summit of the sublingual papilla at the side of frenulum of tongue.",,,,,,,
104,2014,AIPGMEE,Anatomy,Embryology,Myelencephalon,Medulla oblongata is derived from ?,Telencephalon,Diencephalon,Mesencephalon,Myelencephalon,4,Anatomy,Embryology,['Embryology'],llm,Medulla oblongata origin,other,[],nishant-aipgmee,"Ans. is d i.e., Myelencephalon Nervous system develops from ectoderm (neuroectoderm). Nervous system develops from neural tube which in turn develops by process of neurulation, i.e. formation of neural plate and its infolding into neural tube. Structures formed from neural tube are :? A) From cranial part (enlarged cephalic part) Gives rise to brain. Developmental parts are : i) Forebrain (prosencephalon) Telencephalon : Cerebral hemisphere and lateral ventricle. Diencephalon : Optic cup and stalk (gives rise to retina), pituitary, thalamus, hypothalamus, epithalamus, pineal gland, and third ventricle. ii) Midbrain (mesencephalon) Cerebral aqueduct. iii) Hindbrain (rhombencephalon) Metencephalon : Cerebellum, pons Myelencephalon Medulla oblongata B) From caudal part Gives rise to spinal cord.",,,,,,,
105,2014,AIPGMEE,Anatomy,Embryology,morula cell count,Morula is how many celled -,4,8,12,16,4,Anatomy,Embryology,['Embryology'],llm,morula cell count,anatomy_structure,[],nishant-aipgmee,"Ans. is 'd' i.e., 16 At about 16 cells stage the blastomeres tightly align by the process of compaction to form a compact ball of cells called morula (mulberry). This process of compaction leads to segregation of cells into two groups :",,,,,,,
2,2014,AIPGMEE,Anatomy,Embryology,outer cell mass,Outer cells (outer cell mass) Morula enters uterine cavity 4 days after fertilization.,,,,,,Anatomy,Embryology,['Embryology'],llm,uterine cavity entry timing,mechanism,[],nishant-aipgmee,,,,,,,,
106,2014,AIPGMEE,Anatomy,Embryology,dental papilla,Dental papilla give rise to ?,Enamel,Dental cuticle,Tooth pulp,None,3,Anatomy,Embryology,['Embryology'],llm,dental papilla derivatives,anatomy_structure,[],nishant-aipgmee,,,,,,,,
107,2014,AIPGMEE,Anatomy,Head And Neck,Malleus incus arch origin,Malleus and incus are derived from ?,1st Arch,2nd Arch,3rd Arch,4th Arch,1,Anatomy,Head And Neck,"['Head and Neck', 'Embryology']",llm,Malleus incus from 1st arch,anatomy_structure,[],nishant-aipgmee,"Ans. is 'a' i.e., 1st Arch lst (mandibular arch):- Muscular Contribution:-Muscles of mastication, Anterior belly of the digastric, Mylohyoid, Tensor tympani, Tensor veli palatini. Skeletal Contributions:- Maxilla, mandible (only as a model for mandible ), Incus and malleus, Meckel's cartilage, Ant. ligament of malleus, Sphenomandibular ligament. Nerve:- Trigeminal nerve (V2 and V3). Artery:- Maxillary artery, external carotid artery.",,,,,,,
108,2014,AIPGMEE,Anatomy,Head And Neck,Optic cup origin,Optic cup is derived from ?,Neural ectoderm,Surface ectoderm,Mesoderm,Neural crest,1,Anatomy,Head And Neck,"['Head and Neck', 'Embryology']",llm,Optic cup neural ectoderm,anatomy_structure,['Ophthalmology'],nishant-aipgmee,"Ans. is 'a' i.e., Neural ectoderm",,,,,,,
110,2014,AIPGMEE,Anatomy,Abdomen,Kidney excretory system origin,Excretory system of kidney is derived from ?,Ureteric bud,Mesonephros,Metanephros,None,3,Anatomy,Abdomen,"['Abdomen', 'Embryology']",llm,Kidney from ureteric bud,anatomy_structure,[],nishant-aipgmee,"Ans. is 'c' i.e., Metanephros Development of kidney Ureteric bud (mesonephros) arise from mesonephric duct and gives rise to collecting system of kidney (renal pelvis, major and minor calyces, collecting tubule) and ureter. Metanephric mesoderm (blastema or metanephors) arise from nephrogenic cord which in turn is derived from intermediate mesoderm. It gives rise to excretory unit (nephron), i.e. glomeruli, PCT, Loop of henle and DCT.",,,,,,,
111,2014,AIPGMEE,Anatomy,Embryology,Ureteric bud origin,Ureteric bud arises from ?,Paramesonephric Dut,Mullerian duct,Mesonephric duct,Mesonephric tubule,3,Anatomy,Embryology,"['Embryology', 'Urogenital system', 'Embryology']",llm,Ureteric bud mesonephric duct,mechanism,[],nishant-aipgmee,"Genital duct system During 5th and 6th weeks, both male and females have two genital duct systems, deriverd from mesoderm :",,,,,,,
1,2014,AIPGMEE,Anatomy,Embryology,Mesonephric duct,Mesonephric duct (wolffian duct) and mesonephric tubules.,,,,,,Anatomy,Embryology,"['Embryology', 'Urogenital system', 'Embryology']",llm,Mesonephric duct tubules,anatomy_structure,[],nishant-aipgmee,,,,,,,,
2,2014,AIPGMEE,Anatomy,Embryology,Paramesonephric duct,Paramesonephric duct (Mullerian duct). Mesonephric duct is the main genital duct in males as it gives rise to mainly male genital system :,,,,,,Anatomy,Embryology,"['Embryology', 'Urogenital system', 'Embryology']",llm,Paramesonephric duct female,mechanism,[],nishant-aipgmee,,,,,,,,
112,2014,AIPGMEE,Anatomy,Embryology,Vitelline vein derivative,Derivative of vitelline vein?,IVC,SVC,Ligamentum venosum,Ligamentum teres,1,Anatomy,Embryology,['Embryology'],llm,Vitelline vein derivative,anatomy_structure,[],nishant-aipgmee,,,,,,,,
113,2014,AIPGMEE,Anatomy,Embryology,Ovary development,Not true about development of ovary ?,Develops in genital ridge,Sex cords are derived from coelomic epithelium,Oocytes are mesodermal in origin,At birth ovary contains 2 million follicles,3,Anatomy,Embryology,['Embryology'],llm,Ovary development facts,other,[],nishant-aipgmee,"Development of ovary Coelomic epithelium on medial side of the mesonephros becomes thickened to form genital ridge, the site where ovary develops. Genital ridge is covered by germinal epithelium (previous coelomic epithelium). From these germinal epithelium, cords of cells (sex cords or medullary cords) proliferate and grow into the underlying mesoderm. Primordial germ cells which are developed from endodermal cells of hindgut (part of yolk sac), migrate to region of developing ovary (genital ridge area) and give rise to oocytes. The sex cords become broken up into small masses. The cells of each mass surround one oocyte to form primordial follicle. At birth each ovary contains about 2 million primary follicles.",,,,,,,
114,2014,AIPGMEE,Anatomy,Embryology,Testicular descent,Testis lies at deep inguinal ring upto ?,4 months,5 months,7 months,9 months,3,Anatomy,Embryology,['Embryology'],llm,Testis descent timing,anatomy_structure,[],nishant-aipgmee,"The testes develop in relation to the lumbar region of the posterior abdominal wall. During fetal life, they gradually descend to the scrotum. They reach the iliac fossa during third month, and lie at the site of deep inguinal ring upto 7 month of intrauterine life. They pass through inguinal canal during seven month, and are normally in the scrotum by the end of eighth month.",,,,,,,
115,2014,AIPGMEE,Anatomy,Testicular Descent,Testis location at 24-28 weeks,Position of testis at 24-28 weeks of intrauterine life?,Inguinal canal,Lumbar region,Superficial inguinal ring,Deep inguinal ring,4,Anatomy,Testicular Descent,"['Testicular descent', 'Embryology', 'Urogenital system']",llm,Testis in inguinal canal,anatomy_structure,[],nishant-aipgmee,,,,,,,,
116,2014,AIPGMEE,Anatomy,Notochord,Notochord characteristics,True about notochord are all except?,Defines axis of embryo,Serves as primary inductor,Derived from hypoblast,Remains as nucleus pulposus,3,Anatomy,Notochord,"['Embryology', 'Notochord']",llm,Notochord properties,anatomy_structure,[],nishant-aipgmee,"Notochord is a bud like structure formed by epiblast cells extending from cranial end of primitive streak to caudal end of prochordal plate, in between the ectoderm and endoderm. Siginificances of notochord includes following :- i. It defines the axis of embryo. i. It functions as the primary inductor, inducing the overlying ectoderm to develop into neural plate (the primordium of CNS). i. It serves as the basis for development of axial skeleton. The notochord is an intricate structure around which vertebral column is formed and indicates future site of vertebral bodies. However, the notochord does not give rise to vertebral column, after development of vertebral bodies, the notochord degenerates and disappears, but parts of it persist as the nucleus pulposus of intervertebral disc.",,,,,,,
117,2014,AIPGMEE,Anatomy,Notochord,Notochord remnant,Remnant of notochord is ?,Annulus fibrosus,Nucleus pulposus,Ligament flavum,Intertransverse ligament,2,Anatomy,Notochord,"['Embryology', 'Notochord']",llm,Nucleus pulposus origin,anatomy_structure,[],nishant-aipgmee,"Ans. is 'b' i.e., Nucleus pulposus Notochord is a bud like structure formed by epihlast cells extending from cranial end of primitive streak to caudal endof prochordal plate, in between the ectoderm and endoderm. Siginificances of notochord includes following :- It defines the axis of embryo. It functions as the primary inductor, inducing the overlying ectoderm to develop into neural plate (the primordium of CNS). It serves as the basis for development of axial skeleton. The notochord is an intricate structure around which vertebral column is formed and indicates future site of vertebral bodies. However, the notochord does not give rise to vertebral column, after development of vertebral bodies, the notochord degenerates and disappears, but parts of it persist as the nucleus pulposus of intervertebral disc.",,,,,,,
118,2014,AIPGMEE,Anatomy,Embryology,Duodenum development,nd 2 part of duodenum is derived from ?,Foregut,Midgut,Both foregut & midgut,Hindgut,3,Anatomy,Embryology,['Embryology'],llm,Duodenum part 2 origin,anatomy_structure,[],nishant-aipgmee,,,,,,,,
119,2014,AIPGMEE,Anatomy,Embryology,Corneal stroma origin,Stroma of cornea develops from ?,Neural ectoderm,Surface ectoderm,Mesoderm,Neural crest,3,Anatomy,Embryology,"['Embryology', 'Squint & Pediatric Ophthalmology']",llm,Corneal stroma embryology,anatomy_structure,['Ophthalmology'],nishant-aipgmee,Corneal epithelium develops from Surface ectoderm. Corneal stroma develops from Mesoderm.,,,,,,,
120,2014,AIPGMEE,Anatomy,Embryology,Female genital tract development,Female genital tract develops from ?,Mesonephric duct,Mesonephric tubules,Mullerian duct,None,3,Anatomy,Embryology,"['Embryology', 'Gynecologic Oncology']",llm,Female genital tract development,anatomy_structure,['OBG'],nishant-aipgmee,Mesonephric duct (Wolffian duct) is the main genital duct in males as it gives rise to mainly male genital system. Paramesonephric duct (Mullerian duct) gives rise to mainly female genital tract,,,,,,,
121,2014,AIPGMEE,Anatomy,Embryology,Glomus cell origin,Glomus cells are derived from ?,Surface ectoderm,Neuroectoderm,Mesoderm,Endoderm,2,Anatomy,Embryology,"['Embryology', 'Histology']",llm,Glomus cells neuroectoderm,mechanism,[],nishant-aipgmee,"Glomus cells are derived from neural crest which itself is derivative of neuroectoderm. Other derivates of neural crest are? a) Neural derivatives Sensory neurons of spinal dorsal root ganglia. Sympathetic chain ganglia and plexus (celiac/preaortic/renal ganglia, enteric plexus in GIT, i.e. Auerbachs and Meissner's) Parasympathetic ganglia and plexus of GIT. Schwann cells of peripheral nerves, satellite cells of all ganglia. Adrenal medulla, chromaffin cells, para follicular C-cells of thyroid gland. Melanocytes and melanoblasts. b) Mesenchymal derivatives Dermal bones of skull : Frontal, parietal, temporal, nasal, vomer, palatine, mandible, maxillae. Leptomeninges : arachnoid and pia mater (Durameter is mesodermal). Dentine of teeth (odontoblasts). Eye : choroid, sclera, iris epithelium, pupillary muscles (sphincter and dilator pupillae, ciliary muscles). Pharyngeal arch cartilages. Retinal pigmented epithelium. Connective tissues of head including dermis, tendon, ligaments. Bulbar and conal ridges of heart.",,,,,,,
122,2014,AIPGMEE,Anatomy,Embryology,Vaginal epithelium origin,Epithelium of vagina arises from?,Ectoderm,Wolffian duct,Mesoderm,Mesonephric duct,3,Anatomy,Embryology,"['Embryology', 'Histology']",llm,Vaginal epithelium mesoderm,mechanism,[],nishant-aipgmee,Vagina is derived from two sources :-,,,,,,,
1,2014,AIPGMEE,Anatomy,Embryology,Upper vagina origin,"Upper 2/3rd : It is derived from Utero-Vaginal Canal, i.e. the fused part of paramesonephric duct. Therefore, this part is mesodermal in origin.",Frontonasal process,Maxillary process,Mandibular process,Both maxillary & mandibular processes,4,Anatomy,Embryology,"['Embryology', 'Reproductive']",llm,Upper vagina paramesonephric,mechanism,[],nishant-aipgmee,Face is developed from five facial primordia appear as prominences of mesenchyme:?,,,,,,,
2,2014,AIPGMEE,Anatomy,Embryology,lower third of vagina,"Lower 1/3rd : It is derived from sinovaginal bulb which inturn is derived from urogenital sinus. Thus, this part is endodermal in origin.",,,,,,Anatomy,Embryology,"['Embryology', 'Reproductive']",llm,lower vaginal embryology,anatomy_structure,['OBG'],nishant-aipgmee,,,,,,,,
123,2014,AIPGMEE,Anatomy,Embryology,first arch derivatives,st Which of the following is derived from I arch?,Frontonasal process,Maxillary process,Mandibular process,Both maxillary & mandibular processes,4,Anatomy,Embryology,"['Embryology', 'Growth & Development']",llm,first arch derivatives,anatomy_structure,['ENT'],nishant-aipgmee,,,,,,,,
1,2014,AIPGMEE,Anatomy,Embryology,frontonasal process,One frontonasal process : Begins as a proliferation of mesenchyme on ventral surface of developing brain.,,,,,,Anatomy,Embryology,"['Embryology', 'Growth & Development']",llm,frontonasal process origin,anatomy_structure,['ENT'],nishant-aipgmee,,,,,,,,
